"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Matt Lacey on Mobile App Usability","G. Henry","SureVoIP, United Kingdom","IEEE Software","15 Feb 2021","2021","38","2","134","136","Presents an interview conducted with Matt Lacey, author of Usability Matters. Lacey discusses usability for consumers and business or in-house users. Host Gavin Henry spoke with Lacey about the six components of great app experiences, things every app should do, native apps, password managers, accessibility, feedback, telemetry, locations, nonmobile devices, examples of good and bad apps, testing, connectivity, user involvement during development, and usability and software engineering. We provide summary excerpts below; to hear the full interview, visit http://www.se-radio.net or access our archives via RSS at http://feeds.feedburner.com/se-radio.—Robert Blumen","1937-4194","","10.1109/MS.2020.3042424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354393","","Interviews;Computer applications;Mobile communication","","","","","","0","IEEE","15 Feb 2021","","","IEEE","IEEE Magazines"
